Species,Type,leaf_d13C,leaf_D13C,latitude,longitude,author,year
Bursera instabilis,C3,-26.8,19.20286141,19.31,-104.89,Mooney_etal,1989
Caesalpinia coriaria,C3,-26.9,19.30286141,19.31,-104.89,Mooney_etal,1989
Caesalpinia sclerocarpa,C3,-26.5,18.90286141,19.31,-104.89,Mooney_etal,1989
Capparis indica,C3,-27.5,19.90286141,19.31,-104.89,Mooney_etal,1989
Capsicum annuum,C3,-28.7,21.10286141,19.31,-104.89,Mooney_etal,1989
Casearia corymbosa,C3,-28.1,20.50286141,19.31,-104.89,Mooney_etal,1989
Maclura tinctoria,C3,-26.7,19.10286141,19.31,-104.89,Mooney_etal,1989
Cissus tiliacea,C3,-25.6,18.00286141,19.31,-104.89,Mooney_etal,1989
Citharexylum sp.,C3,-24.8,17.20286141,19.31,-104.89,Mooney_etal,1989
Coccoloba liebmannii,C3,-26.8,19.20286141,19.31,-104.89,Mooney_etal,1989
Colubrina triflora,C3,-27.6,20.00286141,19.31,-104.89,Mooney_etal,1989
Cordia alliodora,C3,-28.5,20.90286141,19.31,-104.89,Mooney_etal,1989
Croton pseudoniveus,C3,-28.05,20.45286141,19.31,-104.89,Mooney_etal,1989
Erythroxylum havanense,C3,-27,19.40286141,19.31,-104.89,Mooney_etal,1989
Forchhammeria pallida,C3,-24.05,16.45286141,19.31,-104.89,Mooney_etal,1989
Hamelia rostrata,C3,-27.4,19.80286141,19.31,-104.89,Mooney_etal,1989
Jacquinia pungens,C3,-25.65,18.05286141,19.31,-104.89,Mooney_etal,1989
Philodendron warszewiczii,C3,-25.95,18.35286141,19.31,-104.89,Mooney_etal,1989
Stemmadenia sp.,C3,-28.8,21.20286141,19.31,-104.89,Mooney_etal,1989
Cascabela ovata,C3,-27.6,20.00286141,19.31,-104.89,Mooney_etal,1989
Arabis alpina,C3,-27.27,19.4,47,12.6,Korner_etal,1991
Arabis caerulea,C3,-26.93,19.1,47,12.6,Korner_etal,1991
Artemisia genipi,C3,-26.91,19.1,47,12.6,Korner_etal,1991
Campanula barbata,C3,-25.52,17.7,47,12.6,Korner_etal,1991
Carex curvula,C3,-25.49,17.7,47,12.6,Korner_etal,1991
Cerastium uniflorum,C3,-25.4,17.55,47,12.6,Korner_etal,1991
Gentiana bavarica,C3,-26.74,18.9,47,12.6,Korner_etal,1991
Gentiana kochiana,C3,-24.71,16.9,47,12.6,Korner_etal,1991
Parageum montanum,C3,-25.74,17.9,47,12.6,Korner_etal,1991
Geum reptans,C3,-25.1,17.3,47,12.6,Korner_etal,1991
Hutchinsia alpina,C3,-26.57,18.7,47,12.6,Korner_etal,1991
Scorzoneroides helvetica,C3,-26.97,19.1,47,12.6,Korner_etal,1991
Leucanthemopsis alpina,C3,-26.79,18.9,47,12.6,Korner_etal,1991
Linaria alpina,C3,-27.5,19.6,47,12.6,Korner_etal,1991
Oxyria digyna,C3,-24.95,17.1,47,12.6,Korner_etal,1991
Pedicularis aspleniifolia,C3,-27.46,19.6,47,12.6,Korner_etal,1991
Poa altaica,C3,-25.68,17.8,47,12.6,Korner_etal,1991
Persicaria vivipara,C3,-24.94,17.1,47,12.6,Korner_etal,1991
Potentilla aurea,C3,-25.95,18.1,47,12.6,Korner_etal,1991
Potentilla frigida,C3,-26.26,18.4,47,12.6,Korner_etal,1991
Primula glutinosa,C3,-26.88,19,47,12.6,Korner_etal,1991
Beckwithia glacialis,C3,-24.235,16.45,47,12.6,Korner_etal,1991
Jacobaea persoonii,C3,-27.64,19.8,47,12.6,Korner_etal,1991
Sibbaldia procumbens,C3,-26.06,18.2,47,12.6,Korner_etal,1991
Veronica alpestris,C3,-26.61,18.8,47,12.6,Korner_etal,1991
Veronica bellidioides,C3,-26.12,18.3,47,12.6,Korner_etal,1991
Calandrinia acaulis,C3,-26.08,18.4,-26,-67,Korner_etal,1991
Calycera pulvinata,C3,-25.64,18,-26,-67,Korner_etal,1991
Cerastium sp.,C3,-26.58,18.9,-26,-67,Korner_etal,1991
Erodium acaule,C3,-26.86,19.2,-26,-67,Korner_etal,1991
Hypochoeris meyeniana,C3,-26.54,18.9,-26,-67,Korner_etal,1991
Lepidium meyenii,C3,-26.26,18.6,-26,-67,Korner_etal,1991
Mancoa hispida,C3,-26.61,19,-26,-67,Korner_etal,1991
Nototriche caesia,C3,-25.3,17.7,-26,-67,Korner_etal,1991
Oenothera nana,C3,-27.13,19.5,-26,-67,Korner_etal,1991
Parodiodoxa chionophila,C3,-28.05,20.4,-26,-67,Korner_etal,1991
Perezia sp.,C3,-26.91,19.3,-26,-67,Korner_etal,1991
Plagiobothrys congestus,C3,-26.27,18.6,-26,-67,Korner_etal,1991
Poa plicata,C3,-23.82,16.2,-26,-67,Korner_etal,1991
Poa humilis,C3,-25.35,17.7,-26,-67,Korner_etal,1991
Poa sp.,C3,-25.68,18.05,-26,-67,Korner_etal,1991
Ranunculus cymbalaria,C3,-24.95,17.1,-26,-67,Korner_etal,1991
Senecio burkartii,C3,-27.93,20.3,-26,-67,Korner_etal,1991
Silene mandonii,C3,-24.77,17.1,-26,-67,Korner_etal,1991
Valeriana pycnantha,C3,-27.29,19.6,-26,-67,Korner_etal,1991
Viola rodriguezii-calachaquiensis,C3,-25.47,17.8,-26,-67,Korner_etal,1991
Werneria heteroloba,C3,-27.18,19.5,-26,-67,Korner_etal,1991
Ranunculus biternatus,C3,-25.98,18.8,-64.8,-63.8,Korner_etal,1991
Buchenavia tetraphylla,C3,-30.09,22.44498971,18.32,-65.82,Medina_etal,1991
Cordia borinquensis,C3,-34.76,27.11498971,18.32,-65.82,Medina_etal,1991
Dacryodes excelsa,C3,-28.64,20.99498971,18.32,-65.82,Medina_etal,1991
Drypetes glauca,C3,-30.25,22.60498971,18.32,-65.82,Medina_etal,1991
Guarea guidonia,C3,-36.28,28.63498971,18.32,-65.82,Medina_etal,1991
Inga laurina,C3,-27.59,19.94498971,18.32,-65.82,Medina_etal,1991
Manilkara bidentata,C3,-27.67,20.02498971,18.32,-65.82,Medina_etal,1991
Ormosia krugii,C3,-28.51,20.86498971,18.32,-65.82,Medina_etal,1991
Palicourea croceoides,C3,-33.39,25.74498971,18.32,-65.82,Medina_etal,1991
Prestoea montana,C3,-31.35,23.70498971,18.32,-65.82,Medina_etal,1991
Rourea camptoneura,C3,-34.58,26.93498971,18.32,-65.82,Medina_etal,1991
Sloanea berteroana,C3,-32.57,24.92498971,18.32,-65.82,Medina_etal,1991
Tabebuia heterophylla,C3,-33.25,25.60498971,18.32,-65.82,Medina_etal,1991
Callianthemum sp.,C3,-23.95,16.6,28.5,83.7,Korner_etal,1991
Cortiella hookeri,C3,-23.25,15.8,28.5,83.7,Korner_etal,1991
Delphinium glaciale,C3,-25.08,17.6,28.5,83.7,Korner_etal,1991
Leontopodium sp.,C3,-26.99,19.5,28.5,83.7,Korner_etal,1991
Ranunculus potaninii,C3,-23.63,16.2,28.5,83.7,Korner_etal,1991
(Brassicaceae1 sp.,C3,-26.69,19.2,28.5,83.7,Korner_etal,1991
Pubescent_rosette_2 sp2,C3,-25.54,18.1,28.5,83.7,Korner_etal,1991
Oxyria digyna,C3,-27.19,19.3,64,-19.8,Korner_etal,1991
Beckwithia glacialis,C3,-26.06,18.2,64,-19.8,Korner_etal,1991
Cardamine corymbosa,C3,-26.35,19,-54.5,158.8,Korner_etal,1991
Ranunculus biternatus,C3,-25,17.7,-54.5,158.8,Korner_etal,1991
Lobelia telekii,C3,-24.68,17.35,-0.2,37.3,Korner_etal,1991
Ranunculus oreophilus,C3,-24.39,17.1,-0.2,37.3,Korner_etal,1991
Dendrosenecio brassiciformis,C3,-23.54,16.2,-0.2,37.3,Korner_etal,1991
Dendrosenecio keniodendron,C3,-23.54,16.2,-0.2,37.3,Korner_etal,1991
Haplocarpha rueppellii,C3,-24.76,17.2,-0.2,37.3,Korner_etal,1991
Deschampsia klossii,C3,-24.82,17.3,-5.67,145.02,Korner_etal,1991
Ranunculus saruwagedicus,C3,-24.83,17.3,-5.67,145.02,Korner_etal,1991
Cerastium alpinum,C3,-25.61,17.8,68.3,18.7,Korner_etal,1991
Oxyria digyna,C3,-27.34,19.5,68.3,18.7,Korner_etal,1991
Beckwithia glacialis,C3,-23.92,16.1,68.3,18.7,Korner_etal,1991
Ranunculus nivalis,C3,-25.365,17.55,68.3,18.7,Korner_etal,1991
Ranunculus pygmaeus,C3,-24.5,16.7,68.3,18.7,Korner_etal,1991
Arctostaphylos patula,C3,-26.5,18.95651727,39.3,-119.63,Delucia_Schlesinger,1991
Artemisia rothrockii,C3,-25.9,18.35651727,39.3,-119.63,Delucia_Schlesinger,1991
Pinus jeffreyi,C3,-22.22,14.67651727,39.3,-119.63,Delucia_Schlesinger,1991
Artemisia rothrockii,C3,-24.81,17.26651727,39.3,-119.63,Delucia_Schlesinger,1991
Pinus jeffreyi,C3,-22.97,15.42651727,39.3,-119.63,Delucia_Schlesinger,1991
Pinus ponderosa,C3,-22.23,14.68651727,39.3,-119.63,Delucia_Schlesinger,1991
Purshia tridentata,C3,-24.15,16.60651727,39.3,-119.63,Delucia_Schlesinger,1991
Artemisia rothrockii,C3,-24.05,16.50651727,39.3,-119.63,Delucia_Schlesinger,1991
Juniperus osteosperma,C3,-23.05,15.50651727,39.3,-119.63,Delucia_Schlesinger,1991
Pinus ponderosa,C3,-21.55,14.00651727,39.3,-119.63,Delucia_Schlesinger,1991
Amelanchier alnifolia,C3,-25.74,18.19651727,39.3,-119.63,Delucia_Schlesinger,1991
Artemisia rothrockii,C3,-25.4,17.85651727,39.3,-119.63,Delucia_Schlesinger,1991
Juniperus osteosperma,C3,-22.52,14.97651727,39.3,-119.63,Delucia_Schlesinger,1991
Pinus monophylla,C3,-21.36,13.81651727,39.3,-119.63,Delucia_Schlesinger,1991
Pinus ponderosa,C3,-22.26,14.71651727,39.3,-119.63,Delucia_Schlesinger,1991
Geum rossii,C3,-26.42,18.9,39,-107.1,Korner_etal,1991
Ranunculus adoneus,C3,-25.84,18.3,39,-107.1,Korner_etal,1991
Beckwithia glacialis,C3,-26.4,19.3,78.1,15.5,Korner_etal,1991
Ranunculus acris,C3,-29.15,22,78.1,15.5,Korner_etal,1991
Arnica angustifolia,C3,-28.64,20.8,78.1,15.5,Korner_etal,1991
Cerastium regelii,C3,-26.18,18.3,78.1,15.5,Korner_etal,1991
Draba oblongata,C3,-29.87,22,78.1,15.5,Korner_etal,1991
Ranunculus hyperboreus,C3,-25.42,17.6,78.1,15.5,Korner_etal,1991
Cerastium arcticum,C3,-26.75,18.9,78.1,15.5,Korner_etal,1991
Papaver radicatum,C3,-27.85,19.9,78.1,15.5,Korner_etal,1991
Polemonium boreale,C3,-27.67,19.8,78.1,15.5,Korner_etal,1991
Potentilla crantzii,C3,-27.26,19.4,78.1,15.5,Korner_etal,1991
Potentilla hyparctica,C3,-28.25,20.4,78.1,15.5,Korner_etal,1991
Potentilla pulchella,C3,-28.83,21,78.1,15.5,Korner_etal,1991
Ranunculus lapponicus,C3,-26.58,18.7,78.1,15.5,Korner_etal,1991
Ranunculus nivalis,C3,-27.68,19.8,78.1,15.5,Korner_etal,1991
Coptidium spitsbergense,C3,-27.71,19.8,78.1,15.5,Korner_etal,1991
Ranunculus grayi,C3,-27.83,20,78.1,15.5,Korner_etal,1991
Ranunculus pygmaeus,C3,-26.06,18.2,78.1,15.5,Korner_etal,1991
Ranunculus spitzbergensis,C3,-27.1,19.3,78.1,15.5,Korner_etal,1991
Stellaria crassipes,C3,-25.92,18.1,78.1,15.5,Korner_etal,1991
Taraxacum arcticum,C3,-28.22,20.4,78.1,15.5,Korner_etal,1991
Elymus arizonicus,C3,NA,19.3,40.77,-111.8,Smedley_etal,1991
Alyssum simplex,C3,NA,19.54,40.77,-111.8,Smedley_etal,1991
Ambrosia psilostachya,C3,NA,18.67,40.77,-111.8,Smedley_etal,1991
Artemisia longifolia,C3,NA,19.2,40.77,-111.8,Smedley_etal,1991
Symphyotrichum ascendens,C3,NA,19.09,40.77,-111.8,Smedley_etal,1991
Astragalus cibarius,C3,NA,18.66,40.77,-111.8,Smedley_etal,1991
Astragalus utahensis,C3,NA,19.72,40.77,-111.8,Smedley_etal,1991
Balsamorhiza macrophylla,C3,NA,17.97,40.77,-111.8,Smedley_etal,1991
Balsamorhiza sagittata,C3,NA,18.92,40.77,-111.8,Smedley_etal,1991
Bromus tectorum,C3,NA,19.49,40.77,-111.8,Smedley_etal,1991
Camelina microcarpa,C3,NA,20.48,40.77,-111.8,Smedley_etal,1991
Cirsium ciliolatum,C3,NA,18.4,40.77,-111.8,Smedley_etal,1991
Comandra umbellata,C3,NA,22.27,40.77,-111.8,Smedley_etal,1991
Crepis monticola,C3,NA,19.66,40.77,-111.8,Smedley_etal,1991
Cryptantha incana,C3,NA,21,40.77,-111.8,Smedley_etal,1991
Cymopterus longipes,C3,NA,19.31,40.77,-111.8,Smedley_etal,1991
Erigeron divergens,C3,NA,19.29,40.77,-111.8,Smedley_etal,1991
Erodium cicutarium,C3,NA,21.55,40.77,-111.8,Smedley_etal,1991
Galium aparine,C3,NA,21.41,40.77,-111.8,Smedley_etal,1991
Grindelia squarrosa,C3,NA,19.33,40.77,-111.8,Smedley_etal,1991
Gutierrezia microcephala,C3,NA,18.47,40.77,-111.8,Smedley_etal,1991
Hedysarum boreale,C3,NA,18.96,40.77,-111.8,Smedley_etal,1991
Lactuca serriola,C3,NA,18.94,40.77,-111.8,Smedley_etal,1991
Lepidium perfoliatum,C3,NA,19.44,40.77,-111.8,Smedley_etal,1991
Linaria dalmatica,C3,NA,18.63,40.77,-111.8,Smedley_etal,1991
Lithospermum arvense,C3,NA,20.29,40.77,-111.8,Smedley_etal,1991
Lomatium triternatum,C3,NA,19.99,40.77,-111.8,Smedley_etal,1991
Lupinus argenteus,C3,NA,19.4,40.77,-111.8,Smedley_etal,1991
Lygodesmia grandiflora,C3,NA,19.63,40.77,-111.8,Smedley_etal,1991
Melica bulbosa,C3,NA,19.13,40.77,-111.8,Smedley_etal,1991
Microseris nutans,C3,NA,20.14,40.77,-111.8,Smedley_etal,1991
Phlox gladiformis,C3,NA,18.01,40.77,-111.8,Smedley_etal,1991
Poa bulbosa,C3,NA,18.77,40.77,-111.8,Smedley_etal,1991
Ceratocephala testiculata,C3,NA,20.13,40.77,-111.8,Smedley_etal,1991
Senecio integerrimus,C3,NA,19.76,40.77,-111.8,Smedley_etal,1991
Sisymbrium altissimum,C3,NA,20.69,40.77,-111.8,Smedley_etal,1991
Sphaeralcea coccinea,C3,NA,19.8,40.77,-111.8,Smedley_etal,1991
Stipa comata,C3,NA,18,40.77,-111.8,Smedley_etal,1991
Tragopogon dubius,C3,NA,19.44,40.77,-111.8,Smedley_etal,1991
Vicia americana,C3,NA,18.71,40.77,-111.8,Smedley_etal,1991
Wyethia amplexicaulis,C3,NA,19.34,40.77,-111.8,Smedley_etal,1991
Toxicoscordion paniculatum,C3,NA,17.99,40.77,-111.8,Smedley_etal,1991
(Asteraceae1 sp.,C3,-26.67,19.1,37,-118.5,Korner_etal,1991
Draba incrassata,C3,-25.77,18.2,37,-118.5,Korner_etal,1991
Oxyria digyna,C3,-25.43,17.9,37,-118.5,Korner_etal,1991
Penstemon davidsonii,C3,-25.43,17.9,37,-118.5,Korner_etal,1991
Polemonium eximium,C3,-25.63,18.1,37,-118.5,Korner_etal,1991
Hypochoeris sp.,C3,-24.95,17.4,8.5,-71,Korner_etal,1991
Lachemilla verticillata,C3,-26.74,19.2,8.5,-71,Korner_etal,1991
Acaulimalva purdiaei,C3,-25.37,17.8,8.5,-71,Korner_etal,1991
Potentilla sp.,C3,-24.35,16.8,8.5,-71,Korner_etal,1991
Ranunculus limoselloides,C3,-23.77,16.2,8.5,-71,Korner_etal,1991
Lysipomia laciniata,C3,-25.1,17.6,8.5,-71,Korner_etal,1991
Bouteloua gracilis,C4,-13.9,6.125139438,45.9,-100.2886,Kelly_etal,1991
Panicum virgatum,C4,-16.8,9.09275834,44.0687,-99.4378,Kelly_etal,1991
Andropogon gerardi,C4,-12.1,4.291932382,41.2758,-98.9681,Kelly_etal,1991
Bouteloua gracilis,C4,-14,6.227180527,41.2758,-98.9681,Kelly_etal,1991
Andropogon scoparius,C4,-16,8.272357724,41.2758,-98.9681,Kelly_etal,1991
Andropogon gerardi,C4,-12.1,4.291932382,40.1714,-98.4492,Kelly_etal,1991
Bouteloua gracilis,C4,-14.9,7.146482591,40.1714,-98.4492,Kelly_etal,1991
Andropogon scoparius,C4,-15.9,8.169901433,40.1714,-98.4492,Kelly_etal,1991
Bouteloua gracilis,C4,-13.1,5.309555173,39.8223,-100.5273,Kelly_etal,1991
Buchole dactyloides,C4,-12,4.190283401,39.8223,-100.5273,Kelly_etal,1991
Sporobollus cryptandrus,C4,-12,4.190283401,39.8223,-100.5273,Kelly_etal,1991
Buchole dactyloides,C4,-14.9,7.146482591,39.8181,-102.3513,Kelly_etal,1991
Bouteloua gracilis,C4,-13.9,6.125139438,39.8181,-102.3513,Kelly_etal,1991
Buchole dactyloides,C4,-14.4,6.635551948,39.8181,-102.3513,Kelly_etal,1991
Metrosideros polymorpha,C3,-26.433,18.77474608,22.05,-159.533,Meinzer_etal,1992
Coleogyne ramosissima,C3,NA,17.31,36.9,-111.6,Schuster_etal,1992
Gutierrezia microcephala,C3,NA,18.25,36.9,-111.6,Schuster_etal,1992
Acamptopappus sphaerocephalus,C3,NA,19.5,34.95,-114.42,Ehleringer_etal,1992
Gutierrezia microcephala,C3,NA,18.6,34.95,-114.42,Ehleringer_etal,1992
Ambrosia monogyra,C3,NA,17,34.95,-114.42,Ehleringer_etal,1992
Scutellaria mexicana,C3,NA,17.95,34.95,-114.42,Ehleringer_etal,1992
Senecio flaccidus,C3,NA,17.5,34.95,-114.42,Ehleringer_etal,1992
Sphaeralcea parvifolia,C3,NA,19.4,34.95,-114.42,Ehleringer_etal,1992
Stephanomeria pauciflora,C3,NA,19.4,34.95,-114.42,Ehleringer_etal,1992
Juniperus brevifolia,C3,-22.9,15.29673373,42.367,11.533,Valentini_etal,1992
Phillyrea angustifolia,C3,-26.49,18.88673373,42.367,11.533,Valentini_etal,1992
Pistacia lentiscus,C3,-26.24,18.63673373,42.367,11.533,Valentini_etal,1992
Quercus cerris,C3,-27.5,19.89673373,42.367,11.533,Valentini_etal,1992
Quercus acrodonta,C3,-26.44,18.83673373,42.367,11.533,Valentini_etal,1992
Quercus pubescens,C3,-27.19,19.58673373,42.367,11.533,Valentini_etal,1992
Fagus engleriana,C3,-27.6,20.15408938,50.49,6.42,Schleser,1992
Metrosideros polymorpha,C3,-26,18.34174608,22.05,-159.533,Meinzer_etal,1992
Metrosideros polymorpha,C3,-28,20.34174608,22.05,-159.533,Meinzer_etal,1992
Metrosideros polymorpha,C3,-27.7,20.04174608,22.05,-159.533,Meinzer_etal,1992
Chrysothamnus nauseosus,C3,NA,18.48,39.917,-112.05,Donovan_Ehleringer,1992
Acer pycnanthum,C3,-29.51,21.91199262,35.97,-84.28,GartenandTaylor,1992
Cornus florida,C3,-29.1,21.50199262,35.97,-84.28,GartenandTaylor,1992
Fagus grandifolia,C3,-30.22,22.62199262,35.97,-84.28,GartenandTaylor,1992
Liriodendron chinense,C3,-34,26.40199262,35.97,-84.28,GartenandTaylor,1992
Nyssa sylvatica,C3,-30.12,22.52199262,35.97,-84.28,GartenandTaylor,1992
Oxydendrum arboreum,C3,-29.97,22.37199262,35.97,-84.28,GartenandTaylor,1992
Pinus spp.,C3,-26.96,19.36199262,35.97,-84.28,GartenandTaylor,1992
Quercus sp.,C3,-29.1,21.50199262,35.97,-84.28,GartenandTaylor,1992
Encelia farinosa,C3,NA,17.25,35,-114.4,Schuster_etal,1992
Larrea tridentata,C3,NA,15.05,35,-114.4,Schuster_etal,1992
Metrosideros polymorpha,C3,-27.8,20.14174608,22.05,-159.533,Meinzer_etal,1992
Coleogyne ramosissima,C3,NA,17.26,35.983,-112.183,Sandquist_etal,1993
Gutierrezia microcephala,C3,NA,18.75,35.983,-112.183,Sandquist_etal,1993
Ambrosia dumosa,C3,NA,19.3,36,-116.45,Sandquist_etal,1993
Licania divaricata,C3,-31.44,23.72916804,-2.5,-60,Kapos_etal,1993
Scleronema micranthum,C3,-30.84,23.12916804,-2.5,-60,Kapos_etal,1993
Encelia farinosa,C3,NA,17.25,34.883,-114.4,Sandquist_etal,1993
Larrea tridentata,C3,NA,15.86,34.883,-114.4,Sandquist_etal,1993
Acacia elatior,C3,-28.156,20.44760937,-1,40,Handley_etal,1994
Carapa guianensis,C3,-30.49,22.86058953,5,-53,Huc_etal,1994
Dicorynia guianensis,C3,-27.82,20.39,5,-53,Huc_etal,1994
Eperua falcata,C3,-26.81,19.33,5,-53,Huc_etal,1994
Goupia glabra,C3,-29.57,22.23,5,-53,Huc_etal,1994
Jacaranda copaia,C3,-29.52,22.18,5,-53,Huc_etal,1994
Curatella americana,C3,-28.7,21.03427627,9.417,-69.25,Medina_Francisco,1994
Godmania aesculifolia,C3,-29.2,21.53427627,9.417,-69.25,Medina_Francisco,1994
Juniperus osteosperma,C3,-23.9,16.48655827,37.05,-112.75,Marshall_etal,1994
Phoradendron juniperinum,C3,-26.4,18.98655827,37.05,-112.75,Marshall_etal,1994
Ceanothus megacarpus,C3,NA,19.5,34.05,-118.72,KolbandDavis,1994
Salvia mellifera,C3,NA,21.5,34.05,-118.72,KolbandDavis,1994
Abies grandis,C3,NA,19.75,47.16,-116.448,Marshall_etal,1994
Abies lasiocarpa,C3,NA,18.52,47.16,-116.448,Marshall_etal,1994
Acer glabrum,C3,NA,19.95,47.16,-116.448,Marshall_etal,1994
Amelanchier alnifolia,C3,NA,20.6,47.16,-116.448,Marshall_etal,1994
Betula sp.,C3,NA,20.78,47.16,-116.448,Marshall_etal,1994
Larix occidentalis,C3,NA,20.95,47.16,-116.448,Marshall_etal,1994
Picea engelmannii,C3,NA,18.15,47.16,-116.448,Marshall_etal,1994
Pinus albicaulis,C3,NA,18.04,47.16,-116.448,Marshall_etal,1994
Pinus contorta,C3,NA,18.94,47.16,-116.448,Marshall_etal,1994
Pinus monticola,C3,NA,18.58,47.16,-116.448,Marshall_etal,1994
Pinus ponderosa,C3,NA,18.65,47.16,-116.448,Marshall_etal,1994
Populus tremuloides,C3,NA,19.27,47.16,-116.448,Marshall_etal,1994
Populus trichocarpa,C3,NA,19.45,47.16,-116.448,Marshall_etal,1994
Pseudotsuga macrocarpa,C3,NA,18.42,47.16,-116.448,Marshall_etal,1994
Salix scouleriana,C3,NA,19.41,47.16,-116.448,Marshall_etal,1994
Sorbus sp.,C3,NA,20.3,47.16,-116.448,Marshall_etal,1994
Thuja plicata,C3,NA,16.67,47.16,-116.448,Marshall_etal,1994
Tsuga heterophylla,C3,NA,19.44,47.16,-116.448,Marshall_etal,1994
Acacia concurrens,C3,-28.1,20.29744178,-27.03,152.83,Stewart_etal,1995
Alphitonia excelsa,C3,-27.62,19.81744178,-27.03,152.83,Stewart_etal,1995
Breynia oblongifolia,C3,-28.05,20.24744178,-27.03,152.83,Stewart_etal,1995
Corymbia citriodora,C3,-28.64,20.83744178,-27.03,152.83,Stewart_etal,1995
Corymbia tessellaris,C3,-26.64,18.83744178,-27.03,152.83,Stewart_etal,1995
Dodonaea megazyga,C3,-26.71,18.90744178,-27.03,152.83,Stewart_etal,1995
Erythrina vespertilio,C3,-24.83,17.02744178,-27.03,152.83,Stewart_etal,1995
Eucalyptus crebra,C3,-28,20.19744178,-27.03,152.83,Stewart_etal,1995
Exocarpos latifolius,C3,-31.24,23.43744178,-27.03,152.83,Stewart_etal,1995
Mallotus kongkandae,C3,-26.51,18.70744178,-27.03,152.83,Stewart_etal,1995
Psydrax odorata,C3,-27.12,19.31744178,-27.03,152.83,Stewart_etal,1995
Acacia falcata,C3,-31.31,23.50709212,-28.03,152.83,Stewart_etal,1995
Acacia cochlearis,C3,-29.81,22.00709212,-28.03,152.83,Stewart_etal,1995
Syzygium ingens,C3,-30.22,22.41709212,-28.03,152.83,Stewart_etal,1995
Syzygium smithii,C3,-29.21,21.40709212,-28.03,152.83,Stewart_etal,1995
Argyrodendron trifoliolatum,C3,-31.8,23.99709212,-28.03,152.83,Stewart_etal,1995
Baloghia inophylla,C3,-30.58,22.77709212,-28.03,152.83,Stewart_etal,1995
Cissus hypoglauca,C3,-28.28,20.47709212,-28.03,152.83,Stewart_etal,1995
Duboisia myoporoides,C3,-29.47,21.66709212,-28.03,152.83,Stewart_etal,1995
Elaeocarpus oblongus,C3,-28.47,20.66709212,-28.03,152.83,Stewart_etal,1995
Eucalyptus campanulata,C3,-31.56,23.75709212,-28.03,152.83,Stewart_etal,1995
Eucalyptus deanei,C3,-28.91,21.10709212,-28.03,152.83,Stewart_etal,1995
Geijera salicifolia,C3,-33.08,25.27709212,-28.03,152.83,Stewart_etal,1995
Geranium solanderi,C3,-30.57,22.76709212,-28.03,152.83,Stewart_etal,1995
Gmelina leichardtii,C3,-27.53,19.72709212,-28.03,152.83,Stewart_etal,1995
Khaya nyasica,C3,-27.17,19.36709212,-28.03,152.83,Stewart_etal,1995
Lomatia arborescens,C3,-28.69,20.88709212,-28.03,152.83,Stewart_etal,1995
Morinda jasminoides,C3,-31.79,23.98709212,-28.03,152.83,Stewart_etal,1995
Orites excelsa,C3,-31.02,23.21709212,-28.03,152.83,Stewart_etal,1995
Palmeria scandens,C3,-31.29,23.48709212,-28.03,152.83,Stewart_etal,1995
Pandorea jasminoides,C3,-31.28,23.47709212,-28.03,152.83,Stewart_etal,1995
Pennantia cunninghamii,C3,-33.9,26.09709212,-28.03,152.83,Stewart_etal,1995
Pittosporum lancifolium,C3,-31.77,23.96709212,-28.03,152.83,Stewart_etal,1995
Rubus moluccanus,C3,-28.7,20.89709212,-28.03,152.83,Stewart_etal,1995
Rubus rosifolius,C3,-33.04,25.23709212,-28.03,152.83,Stewart_etal,1995
Sloanea woollsii,C3,-28.92,21.11709212,-28.03,152.83,Stewart_etal,1995
Toona australis,C3,-28.52,20.71709212,-28.03,152.83,Stewart_etal,1995
Acacia aneura,C3,-25.53,17.75142663,-24.08,145,Stewart_etal,1995
Acacia catenulata,C3,-26.4,18.62142663,-24.08,145,Stewart_etal,1995
Acacia harpophylla,C3,-28.88,21.10142663,-24.08,145,Stewart_etal,1995
Alectryon oleifolius,C3,-26.7,18.92142663,-24.08,145,Stewart_etal,1995
Amyema maidenii,C3,-29.57,21.79142663,-24.08,145,Stewart_etal,1995
Amyema quandang,C3,-27.67,19.89142663,-24.08,145,Stewart_etal,1995
Apophyllum anomalum,C3,-27,19.22142663,-24.08,145,Stewart_etal,1995
Archidendropsis basaltica,C3,-25.64,17.86142663,-24.08,145,Stewart_etal,1995
Atalaya hemiglauca,C3,-24.98,17.20142663,-24.08,145,Stewart_etal,1995
Capparis lasiantha,C3,-26.57,18.79142663,-24.08,145,Stewart_etal,1995
Capparis mitchellii,C3,-24.87,17.09142663,-24.08,145,Stewart_etal,1995
